fid,objectid,shape_leng,zonecode,coate,name_ky,name_ru,name_en,uslcode,primechani,Lon_sum,Lon_mean,Lat_sum,Lat_mean,BALoccupan,BALoccup_1,BALstructu,BALstruc_1,BELoccupan,BELoccup_1,BELstructu,BELstruc_1,CHoccupant,CHoccupa_1,CHstructur,CHstruct_1,EAoccupant,EAoccupa_1,EAstructur,EAstruct_1,NFoccupant,NFoccupa_1,NFstructur,NFstruct_1,SToccupant,SToccupa_1,STstructur,STstruct_1,SFoccupant,SFoccupa_1,SFstructur,SFstruct_1,SUoccupant,SUoccupa_1,SUstructur,SUstruct_1,ISKoccupan,ISKoccup_1,ISKstructu,ISKstruc_1,ISHAMoccup,ISHAMocc_1,ISHAMstruc,ISHAMstr_1,Lon_sum_2,Lon_mean_2,Lat_sum_2,Lat_mean_2,BALcomplet,BALcompl_1,BELcomplet,BELcompl_1,CHcomplete,CHcomple_1,EAcomplete,EAcomple_1,NFcomplete,NFcomple_1,STcomplete,STcomple_1,SFcomplete,SFcomple_1,SUcomplete,SUcomple_1,ISKcomplet,ISKcompl_1,ISHAMcompl,ISHAMcom_1,BALext_sum,BALext_mea,BALmod_sum,BALmod_mea,BALslight_,BALsligh_1,BALno_sum,BALno_mean,BELext_sum,BELext_mea,BELmod_sum,BELmod_mea,BELslight_,BELsligh_1,BELno_sum,BELno_mean,CHext_sum,CHext_mean,CHmod_sum,CHmod_mean,CHslight_s,CHslight_m,CHno_sum,CHno_mean,EAext_sum,EAext_mean,EAmod_sum,EAmod_mean,EAslight_s,EAslight_m,EAno_sum,EAno_mean,NFext_sum,NFext_mean,NFmod_sum,NFmod_mean,NFslight_s,NFslight_m,NFno_sum,NFno_mean,SText_sum,SText_mean,STmod_sum,STmod_mean,STslight_s,STslight_m,STno_sum,STno_mean,SFext_sum,SFext_mean,SFmod_sum,SFmod_mean,SFslight_s,SFslight_m,SFno_sum,SFno_mean,SUext_sum,SUext_mean,SUmod_sum,SUmod_mean,SUslight_s,SUslight_m,SUno_sum,SUno_mean,ISKext_sum,ISKext_mea,ISKmod_sum,ISKmod_mea,ISKslight_,ISKsligh_1,ISKno_sum,ISKno_mean,ISHAMext_s,ISHAMext_m,ISHAMmod_s,ISHAMmod_m,ISHAMsligh,ISHAMsli_1,ISHAMno_su,ISHAMno_me
1,4,69864.385141399994609,1-01,,????????? ?????,?????????,Leninskii region,,,14311.705000,74.540130,8226.646300,42.847116,1.055546,0.005498,10533708.006300,54863.062533,39.660927,0.206567,97047419.285000,505455.308776,146.553209,0.763298,230161569.340000,1198758.173646,16.313097,0.084964,51926114.386000,270448.512427,57.377578,0.298842,115876804.850000,603525.025260,296.082246,1.542095,376712704.800000,1962045.337500,78.051057,0.406516,146638295.929000,763741.124630,1.620212,0.008439,13164950.867400,68567.452434,656.935953,3.421541,670767797.030000,3493582.276198,477.212691,2.485483,524976276.580000,2734251.440521,14311.705000,74.540130,8226.646300,42.847116,8.879136,0.046245,286.781398,1.493653,840.059993,4.375312,84.038333,0.437700,273.692171,1.425480,1494.113716,7.781842,427.729534,2.227758,11.245436,0.058570,2993.642344,15.591887,1978.682947,10.305640,12.949988,0.067448,53.613292,0.279236,516.837541,2.691862,8479.720319,44.165210,228.076808,1.187900,583.083890,3.036895,2281.401034,11.882297,5692.657053,29.649255,498.899264,2.598434,1060.571180,5.523808,2932.959092,15.275829,3739.510342,19.476616,89.183706,0.464498,275.441922,1.434593,1517.039539,7.901248,7106.296451,37.011961,217.736655,1.134045,551.649650,2.873175,2132.910570,11.108909,5896.010874,30.708390,711.590513,3.706201,1334.434948,6.950182,2963.188259,15.433272,2568.672540,13.378503,312.945189,1.629923,752.223454,3.917830,2607.265050,13.579505,4971.836482,25.894982,15.990022,0.083281,64.324614,0.335024,587.834384,3.061637,8392.605633,43.711488,945.107696,4.922436,1477.744344,7.696585,2400.239712,12.501248,1255.265808,6.537843,828.748697,4.316399,1446.061000,7.531568,2823.446734,14.705452,1995.060749,10.390941
