fid,objectid,shape_leng,zonecode,coate,name_ky,name_ru,name_en,uslcode,primechani,Lon_sum,Lon_mean,Lat_sum,Lat_mean,BALcomplet,BALcompl_1,BELcomplet,BELcompl_1,CHcomplete,CHcomple_1,EAcomplete,EAcomple_1,NFcomplete,NFcomple_1,STcomplete,STcomple_1,SFcomplete,SFcomple_1,SUcomplete,SUcomple_1,ISKcomplet,ISKcompl_1,ISHAMcompl,ISHAMcom_1,BALext_sum,BALext_mea,BALmod_sum,BALmod_mea,BALslight_,BALsligh_1,BALno_sum,BALno_mean,BELext_sum,BELext_mea,BELmod_sum,BELmod_mea,BELslight_,BELsligh_1,BELno_sum,BELno_mean,CHext_sum,CHext_mean,CHmod_sum,CHmod_mean,CHslight_s,CHslight_m,CHno_sum,CHno_mean,EAext_sum,EAext_mean,EAmod_sum,EAmod_mean,EAslight_s,EAslight_m,EAno_sum,EAno_mean,NFext_sum,NFext_mean,NFmod_sum,NFmod_mean,NFslight_s,NFslight_m,NFno_sum,NFno_mean,SText_sum,SText_mean,STmod_sum,STmod_mean,STslight_s,STslight_m,STno_sum,STno_mean,SFext_sum,SFext_mean,SFmod_sum,SFmod_mean,SFslight_s,SFslight_m,SFno_sum,SFno_mean,SUext_sum,SUext_mean,SUmod_sum,SUmod_mean,SUslight_s,SUslight_m,SUno_sum,SUno_mean,ISKext_sum,ISKext_mea,ISKmod_sum,ISKmod_mea,ISKslight_,ISKsligh_1,ISKno_sum,ISKno_mean,ISHAMext_s,ISHAMext_m,ISHAMmod_s,ISHAMmod_m,ISHAMsligh,ISHAMsli_1,ISHAMno_su,ISHAMno_me,Lon_sum_2,Lon_mean_2,Lat_sum_2,Lat_mean_2,BALoccupan,BALoccup_1,BALstructu,BALstruc_1,BELoccupan,BELoccup_1,BELstructu,BELstruc_1,CHoccupant,CHoccupa_1,CHstructur,CHstruct_1,EAoccupant,EAoccupa_1,EAstructur,EAstruct_1,NFoccupant,NFoccupa_1,NFstructur,NFstruct_1,SToccupant,SToccupa_1,STstructur,STstruct_1,SFoccupant,SFoccupa_1,SFstructur,SFstruct_1,SUoccupant,SUoccupa_1,SUstructur,SUstruct_1,ISKoccupan,ISKoccup_1,ISKstructu,ISKstruc_1,ISHAMoccup,ISHAMocc_1,ISHAMstruc,ISHAMstr_1
1,3,61195.453266500000609,1-03,,???????????? ?????,???????????? ?????,Sverlovskii  region,,,27022.381800,74.647464,15532.025700,42.906148,19.885187,0.054931,144.581978,0.399398,503.472306,1.390807,196.966157,0.544105,1429.524939,3.948964,890.675564,2.460430,392.354913,1.083853,10.729085,0.029638,1603.623550,4.429899,1601.942496,4.425256,26.847100,0.074163,101.002548,0.279013,829.672689,2.291914,7612.592435,21.029261,141.296767,0.390323,413.028075,1.140962,2009.259724,5.550441,5881.833464,16.248159,366.151433,1.011468,864.786785,2.388914,2799.914578,7.734571,4055.674798,11.203522,178.731809,0.493734,494.980506,1.367349,2195.291239,6.064340,5524.030159,15.259752,656.731762,1.814176,1224.275389,3.381976,2750.999249,7.599445,2528.468747,6.984720,542.491702,1.498596,1138.984194,3.146365,2971.774306,8.209321,3046.074246,8.414570,303.885796,0.839464,749.853849,2.071419,2647.693451,7.314070,4496.211977,12.420475,16.290981,0.045003,67.340192,0.186023,648.191676,1.790585,7847.448166,21.678034,765.213877,2.113850,1394.470390,3.852128,2838.344621,7.840731,1988.347520,5.492673,764.669577,2.112347,1393.956140,3.850708,2838.784395,7.841946,1990.647406,5.499026,27022.381800,74.647464,15532.025700,42.906148,3.258447,0.009001,23779212.113100,65688.431252,34.922773,0.096472,97828343.101000,270244.041715,155.777162,0.430324,252508579.394000,697537.512138,48.511635,0.134010,119029800.924000,328811.604762,349.844099,0.966420,457541982.080000,1263928.127293,307.074888,0.848273,399763528.860000,1104319.140497,118.384607,0.327029,208945299.700000,577196.960497,2.714710,0.007499,20520198.360040,56685.630829,628.839382,1.737125,659812900.280000,1822687.569834,627.909606,1.734557,659092911.400000,1820698.650276
