taxonomy,Lon,Lat,BALoccupants,BALoccupantsSTD,BALstructural,BALstructuralSTD,BELoccupants,BELoccupantsSTD,BELstructural,BELstructuralSTD,CHoccupants,CHoccupantsSTD,CHstructural,CHstructuralSTD,EAoccupants,EAoccupantsSTD,EAstructural,EAstructuralSTD,NFoccupants,NFoccupantsSTD,NFstructural,NFstructuralSTD,SToccupants,SToccupantsSTD,STstructural,STstructuralSTD,SFoccupants,SFoccupantsSTD,SFstructural,SFstructuralSTD,SUoccupants,SUoccupantsSTD,SUstructural,SUstructuralSTD,ISKoccupants,ISKoccupantsSTD,ISKstructural,ISKstructuralSTD,ISHAMoccupants,ISHAMoccupantsSTD,ISHAMstructural,ISHAMstructuralSTD
CR+PC/LWAL+DUC/FC/HBET:1-16,74.5427,42.9071,0.00011616799999999999,,4162.98,,0.00843992,,41026.1,,0.0275382,,78920.9,,0.00341276,,24207.7,,0.0460092,,107380.0,,0.051349,,114826.0,,0.0145687,,54022.7,,0.00014112899999999998,,4594.54,,0.110599,,185280.0,,0.09417410000000001,,167384.0,
W/LWAL+DUC/FW/HBET:1-2,74.5427,42.9071,4.7842199999999996e-06,,406.898,,0.00013138899999999998,,4914.58,,0.00030039,,9205.28,,6.50991e-05,,2835.01,,0.000428869,,12121.7,,0.000462269,,12836.2,,0.00018931299999999998,,6418.98,,5.51346e-06,,453.19300000000004,,0.000764056,,18861.1,,0.0006901710000000001,,17455.5,
UNK,74.5427,42.9071,7.46215e-05,,748.97,,0.00195465,,8760.93,,0.00458772,,16818.1,,0.000964278,,5031.78,,0.00666151,,22513.8,,0.00721219,,23946.0,,0.00284931,,11563.2,,8.57785e-05,,831.837,,0.0123819,,36507.2,,0.0110808,,33485.9,
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.5427,42.9071,0.0,,14.4568,,9.9506e-06,,1410.04,,8.70298e-05,,4582.18,,1.69375e-06,,546.238,,0.000274242,,9164.96,,0.00025188799999999997,,8757.08,,3.0350300000000003e-05,,2451.83,,0.0,,18.0904,,0.0008542189999999999,,19409.1,,0.000667515,,16451.7,
MUR+ADO/LWAL+DNO/FW/HBET:1,74.5427,42.9071,0.000224569,,465.73,,0.00400004,,3890.86,,0.00823632,,6695.94,,0.00214367,,2410.39,,0.011279,,8521.9,,0.012045299999999998,,8961.18,,0.00546935,,4881.74,,0.00025408900000000004,,511.539,,0.018756099999999998,,12575.9,,0.0171489,,11745.1,
MUR+MOCL/LWAL+DNO/FC/HBET:1-2,74.5427,42.9071,0.00010258600000000001,,3039.74,,0.00218256,,33477.8,,0.00479264,,62196.9,,0.00112384,,19574.8,,0.00675908,,81886.1,,0.00726827,,86749.5,,0.00307865,,43527.8,,0.00011684,,3371.52,,0.011895399999999999,,128352.0,,0.0107573,,118526.0,
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.5427,42.9071,0.000625835,,5055.12,,0.0143917,,43834.4,,0.0321763,,77677.7,,0.00730693,,26774.4,,0.0456872,,100452.0,,0.0491998,,106042.0,,0.020486700000000004,,55715.5,,0.0007152510000000001,,5554.85,,0.0812345,,153314.0,,0.0733375,,142224.0,
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.5917,42.9048,0.0084172,,19857.8,,0.100824,,110392.0,,0.303614,,239745.0,,0.0941121,,104331.0,,0.519196,,347263.0,,0.524822,,353968.0,,0.22477600000000003,,193028.0,,0.011527299999999999,,24758.7,,0.935574,,534203.0,,0.9162610000000001,,526316.0,
MCF+MOC/LWAL+DNO/FC/HBET:1-5,74.5917,42.9048,0.0019651,,15360.0,,0.0499871,,126799.0,,0.179539,,304779.0,,0.0368452,,101000.0,,0.500694,,635066.0,,0.35033000000000003,,491993.0,,0.11221600000000001,,217393.0,,0.00143753,,12747.0,,0.691235,,804835.0,,0.674689,,790754.0,
CR+CIP/LFM+DUC/FC/HBET:1-7,74.5917,42.9048,0.00749949,,84601.7,,0.140382,,439234.0,,0.46093599999999996,,900704.0,,0.105206,,364401.0,,1.2131299999999998,,1699270.0,,0.865297,,1358230.0,,0.29623299999999997,,677905.0,,0.00568955,,74011.2,,1.6490200000000002,,2100300.0,,1.6113600000000001,,2067180.0,
UNK,74.5917,42.9048,0.00149716,,14644.7,,0.0258932,,126476.0,,0.07949969999999999,,300419.0,,0.0195568,,100503.0,,0.194261,,604740.0,,0.142844,,475942.0,,0.0523575,,215704.0,,0.00113818,,12056.0,,0.256889,,753979.0,,0.251612,,741823.0,
CR+PC/LFLS+DUC/FC/HBET:5-9,74.5917,42.9048,0.017455500000000002,,234765.0,,0.28274299999999997,,1084460.0,,0.9701350000000001,,2241150.0,,0.263814,,1030480.0,,1.80195,,3261950.0,,1.79877,,3308330.0,,0.695331,,1820630.0,,0.024900400000000003,,287051.0,,3.51245,,5124900.0,,3.4273800000000003,,5041870.0,
CR+PC/LWAL+DUC/FC/HBET:1-16,74.5917,42.9048,0.0015092,,67410.7,,0.0715999,,506425.0,,0.33153499999999997,,1190890.0,,0.050957999999999996,,406905.0,,1.13648,,2532550.0,,0.734178,,1934500.0,,0.191051,,853394.0,,0.0010442,,56395.7,,1.67265,,3262810.0,,1.62372,,3200530.0,
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.5917,42.9048,1.53469e-06,,340.528,,0.00013717799999999998,,10079.5,,0.0008204880000000001,,41317.1,,9.18109e-05,,7076.69,,0.00603621,,164265.0,,0.00249862,,90709.0,,0.000422899,,24914.5,,8.7092e-07,,247.0,,0.00818425,,206686.0,,0.00784207,,200596.0,
MUR+MOCL/LWAL+DNO/FC/HBET:1-2,74.5917,42.9048,0.000711622,,28723.5,,0.010242900000000001,,235891.0,,0.029015199999999998,,539391.0,,0.00783587,,188479.0,,0.0660104,,1041020.0,,0.04986,,832895.0,,0.0196449,,392964.0,,0.000549936,,23717.1,,0.08520950000000001,,1277540.0,,0.0836204,,1258540.0,
MUR+ADO/LWAL+DNO/FW/HBET:1,74.5917,42.9048,0.00364963,,7274.24,,0.0450144,,47140.3,,0.118056,,97697.3,,0.0348561,,38473.5,,0.24969299999999997,,173582.0,,0.193893,,143078.0,,0.08214880000000001,,73732.1,,0.00286202,,6168.62,,0.314152,,207246.0,,0.308925,,204598.0,
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.5917,42.9048,0.010486,,105370.0,,0.161089,,703151.0,,0.46681999999999996,,1505740.0,,0.122697,,571562.0,,1.0786,,2786320.0,,0.810574,,2259970.0,,0.313709,,1121480.0,,0.00805249,,89282.0,,1.39821,,3380220.0,,1.37172,,3332760.0,
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.6028,42.9056,8.563959999999999e-05,,989.33,,0.00108507,,5898.63,,0.00320827,,12936.7,,0.000925175,,5194.81,,0.0080738,,25654.4,,0.00558613,,19534.4,,0.00222192,,9822.59,,6.01719e-05,,789.3919999999999,,0.00964001,,29309.6,,0.00955797,,29123.6,
CR+CIP/LFM+DUC/FC/HBET:1-7,74.6028,42.9056,0.00152688,,14999.1,,0.0233427,,71519.8,,0.07866139999999999,,150445.0,,0.0197775,,63724.3,,0.228883,,306005.0,,0.148095,,228330.0,,0.052229,,115224.0,,0.00105498,,12457.2,,0.281673,,354048.0,,0.278803,,351532.0,
CR+CIP/LDUAL+DNO/FC/HBET:7-25,74.6028,42.9056,0.00071936,,49163.7,,0.015209700000000001,,254664.0,,0.0669895,,590363.0,,0.016039400000000002,,257835.0,,0.157073,,981571.0,,0.13692100000000001,,915262.0,,0.0471206,,476564.0,,0.000977604,,58603.7,,0.291468,,1486740.0,,0.287932,,1474810.0,
CR+PC/LFLS+DUC/FC/HBET:5-9,74.6028,42.9056,0.00110221,,22844.8,,0.021121099999999997,,100199.0,,0.08743730000000001,,217560.0,,0.0221488,,101235.0,,0.195604,,349459.0,,0.172674,,328048.0,,0.0623599,,178138.0,,0.00148935,,26827.6,,0.35196700000000003,,516306.0,,0.34796,,512446.0,
S/LFM+DNO/FME/HBET:1-25,74.6028,42.9056,0.00021537799999999998,,2220.82,,0.00369905,,24834.8,,0.013140700000000002,,72342.0,,0.0038223,,25335.7,,0.0255669,,124729.0,,0.0234761,,117317.0,,0.00973285,,56000.0,,0.00029380599999999997,,2872.77,,0.041499,,186312.0,,0.0411362,,185003.0,
CR+PC/LWAL+DUC/FC/HBET:1-16,74.6028,42.9056,0.0007583080000000001,,26466.7,,0.0262709,,176625.0,,0.12567,,429553.0,,0.021880900000000002,,154634.0,,0.48722600000000005,,1000490.0,,0.27863499999999997,,703632.0,,0.0754729,,313904.0,,0.00046784800000000004,,20815.5,,0.6292979999999999,,1189510.0,,0.6211800000000001,,1179330.0,
MUR+ADO/LWAL+DNO/FW/HBET:1,74.6028,42.9056,0.000257487,,476.825,,0.00265853,,2756.66,,0.00712223,,5850.69,,0.00228414,,2432.63,,0.0163077,,11094.8,,0.0117539,,8624.76,,0.00508815,,4495.98,,0.000186346,,381.08099999999996,,0.0190935,,12538.9,,0.018950099999999998,,12466.3,
CR+CIP/LFINF+DNO/FC/HBET:3-7,74.6028,42.9056,0.00978497,,166674.0,,0.178925,,733442.0,,0.7194050000000001,,1595160.0,,0.187141,,741018.0,,1.57471,,2552170.0,,1.39806,,2399760.0,,0.51645,,1306110.0,,0.0131787,,195718.0,,2.7932799999999998,,3751210.0,,2.7624299999999997,,3723720.0,
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.6028,42.9056,1.6305100000000002e-06,,412.074,,0.00014089700000000002,,9871.83,,0.00092921,,42638.7,,0.000110634,,8012.55,,0.00771927,,194471.0,,0.002757,,94624.6,,0.000502876,,26581.3,,7.56575e-07,,271.872,,0.00872136,,216436.0,,0.00855894,,213524.0,
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.6028,42.9056,0.142336,,448131.0,,1.99973,,2460300.0,,6.92978,,5653520.0,,2.06586,,2487770.0,,13.7075,,8975570.0,,12.4703,,8495100.0,,5.14254,,4592820.0,,0.187423,,537034.0,,22.7457,,12946500.0,,22.5293,,12859300.0,
MCF+MOC/LWAL+DNO/FC/HBET:1-5,74.613,42.9049,0.00047201599999999996,,3036.34,,0.00769406,,19886.9,,0.0298762,,50743.7,,0.00737763,,18951.7,,0.100598,,121710.0,,0.058938199999999996,,82722.4,,0.019880900000000003,,37778.1,,0.000289065,,2221.63,,0.116943,,136049.0,,0.11636800000000001,,135557.0,
CR+CIP/LFM+DUC/FC/HBET:1-7,74.613,42.9049,0.00167307,,15996.2,,0.0216899,,69843.3,,0.0766873,,150153.0,,0.020737000000000002,,66862.0,,0.24184,,321008.0,,0.14558800000000002,,228308.0,,0.05224159999999999,,117126.0,,0.00107364,,12672.7,,0.279134,,354740.0,,0.27782399999999996,,353584.0,
CR+CIP/LDUAL+DNO/FC/HBET:7-25,74.613,42.9049,0.0006723810000000001,,56688.6,,0.0157075,,266904.0,,0.0758046,,635784.0,,0.019000599999999996,,289762.0,,0.19334300000000001,,1115610.0,,0.15520799999999998,,984651.0,,0.0547505,,522436.0,,0.00088692,,64630.0,,0.326352,,1589080.0,,0.32459299999999996,,1583360.0,
CR+CIP/LWAL+DNO/FC/HBET:8-16,74.613,42.9049,0.000403072,,39146.2,,0.0121811,,189051.0,,0.06593910000000001,,457022.0,,0.015059999999999999,,205587.0,,0.17976099999999998,,814596.0,,0.141559,,715301.0,,0.0466975,,374215.0,,0.0005483230000000001,,44745.1,,0.312337,,1172210.0,,0.31054899999999996,,1167850.0,
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.613,42.9049,0.00033749,,3161.09,,0.00373544,,17212.6,,0.0116209,,38900.9,,0.00355512,,16403.8,,0.0313923,,80955.1,,0.0204132,,58945.4,,0.00822261,,30062.0,,0.000220602,,2387.2,,0.0354668,,88640.8,,0.0353274,,88382.1,
CR+PC/LFLS+DUC/FC/HBET:5-9,74.613,42.9049,0.0032195,,77616.7,,0.0667589,,314461.0,,0.297669,,700732.0,,0.07965739999999999,,338632.0,,0.715353,,1181130.0,,0.58514,,1053750.0,,0.21829400000000002,,583466.0,,0.00419585,,87480.0,,1.17157,,1644640.0,,1.1656799999999998,,1639150.0,
CR+PC/LWAL+DUC/FC/HBET:1-16,74.613,42.9049,0.0011331,,33987.9,,0.028698400000000002,,205103.0,,0.142973,,511033.0,,0.0278908,,195698.0,,0.6120479999999999,,1260340.0,,0.31963600000000003,,837879.0,,0.08899750000000001,,381902.0,,0.000646933,,25178.9,,0.730753,,1419290.0,,0.7264149999999999,,1413730.0,
CR+CIP/LFINF+DNO/FC/HBET:3-7,74.613,42.9049,0.0124873,,242470.0,,0.24435199999999999,,988349.0,,1.0497,,2202370.0,,0.289723,,1064450.0,,2.4551,,3689100.0,,2.02505,,3299830.0,,0.775323,,1834800.0,,0.016172,,273310.0,,3.9661699999999995,,5109370.0,,3.9468900000000002,,5092700.0,
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.613,42.9049,1.27356e-07,,288.094,,4.8621899999999996e-05,,7913.74,,0.000649675,,39906.0,,4.3701899999999996e-05,,7371.38,,0.00796826,,210743.0,,0.00230767,,91951.6,,0.000320805,,25159.4,,0.0,,148.233,,0.00815684,,217067.0,,0.00808032,,215658.0,
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.613,42.9049,0.09746139999999999,,324454.0,,1.3594600000000001,,1631970.0,,4.865130000000001,,3793780.0,,1.56489,,1768770.0,,10.0927,,6251220.0,,8.618,,5644640.0,,3.72095,,3148380.0,,0.12194300000000001,,371711.0,,15.3637,,8494920.0,,15.2996,,8469580.0,
CR+PC/LFLS+DUC/FC/HBET:5-9,74.6221,42.9094,0.00110659,,23978.4,,0.0177458,,92291.9,,0.0845688,,213050.0,,0.023640599999999998,,105520.0,,0.224019,,379370.0,,0.171518,,325069.0,,0.0629791,,179235.0,,0.0012577,,25869.9,,0.35883699999999996,,519675.0,,0.357667,,518557.0,
CR+PC/LWAL+DUC/FC/HBET:1-16,74.6221,42.9094,0.000244044,,10634.8,,0.00686442,,61123.5,,0.0418925,,161924.0,,0.00783285,,63398.6,,0.21120100000000003,,431465.0,,0.10019,,271939.0,,0.025993799999999997,,122138.0,,0.000115494,,7254.15,,0.245135,,475678.0,,0.244173,,474462.0,
UNK,74.6221,42.9094,0.000600169,,6012.13,,0.00758089,,39915.1,,0.0282106,,108391.0,,0.00812268,,41499.1,,0.0891062,,265389.0,,0.052999,,177108.0,,0.019726900000000002,,81823.6,,0.000333315,,3965.45,,0.0989564,,288225.0,,0.0986864,,287608.0,
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.6221,42.9094,0.010302200000000001,,32968.3,,0.12123800000000001,,156651.0,,0.46995,,383957.0,,0.154683,,181844.0,,1.06526,,671591.0,,0.859216,,582893.0,,0.36332,,321180.0,,0.0115154,,35809.3,,1.59409,,900859.0,,1.58976,,899112.0,
CR+CIP/LFM+DUC/FC/HBET:1-7,74.6221,42.9094,0.00672074,,76807.7,,0.08944769999999999,,318908.0,,0.358928,,723133.0,,0.0966263,,327406.0,,1.25686,,1643450.0,,0.708344,,1120610.0,,0.24573499999999998,,568386.0,,0.00374452,,57326.9,,1.4121299999999999,,1781660.0,,1.40783,,1777910.0,
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.6221,42.9094,8.13679e-08,,83.272,,1.27068e-05,,1785.68,,0.000166825,,9393.71,,1.4117799999999999e-05,,1923.08,,0.00212342,,52259.7,,0.0005858290000000001,,21762.2,,8.77918e-05,,6122.92,,0.0,,37.6416,,0.00207232,,52000.9,,0.00206011,,51787.4,
MUR+MOCL/LWAL+DNO/FC/HBET:1-2,74.6221,42.9094,0.000202227,,8442.75,,0.00217161,,53760.3,,0.00732384,,139723.0,,0.00230338,,55694.9,,0.020993,,323055.0,,0.0130852,,221942.0,,0.00525121,,106828.0,,0.000116662,,5598.81,,0.0230894,,348640.0,,0.0230323,,347952.0,
MUR+ADO/LWAL+DNO/FW/HBET:1,74.6221,42.9094,0.00156432,,3168.51,,0.014648300000000001,,16278.1,,0.0450219,,37686.8,,0.0153942,,16723.3,,0.116877,,78185.5,,0.07646939999999999,,56524.8,,0.033074,,29702.7,,0.000929707,,2218.63,,0.127237,,83497.9,,0.126957,,83356.5,
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.6221,42.9094,0.00405137,,41772.6,,0.0463144,,219540.0,,0.160804,,527516.0,,0.049265699999999996,,226164.0,,0.470272,,1156860.0,,0.290662,,812784.0,,0.114508,,410980.0,,0.00230292,,29222.0,,0.517996,,1243270.0,,0.516696,,1240960.0,
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.6511,42.9097,0.00235819,,4681.08,,0.0204315,,19131.8,,0.0842331,,50075.1,,0.031422000000000005,,25377.7,,0.195876,,89537.1,,0.156548,,77197.6,,0.067768,,42946.1,,0.00219666,,4564.9,,0.302196,,122625.0,,0.30240300000000003,,122684.0,
CR+PC/LWAL+DUC/FC/HBET:1-16,74.6511,42.9097,0.00035044599999999997,,4896.9,,0.00412967,,22895.2,,0.023067700000000003,,65217.0,,0.00597837,,28063.8,,0.11033699999999999,,175978.0,,0.0532,,110582.0,,0.015684200000000002,,50896.1,,0.000149288,,2919.32,,0.13046300000000002,,197812.0,,0.13058699999999998,,197933.0,
UNK,74.6511,42.9097,0.000120056,,909.8810000000001,,0.000917197,,4658.05,,0.00362981,,13657.6,,0.00122117,,5774.15,,0.0115353,,33936.8,,0.0068635,,22580.8,,0.00266392,,10661.4,,6.0537799999999995e-05,,528.082,,0.0131036,,37578.1,,0.013112,,37596.7,
CR+CIP/LFM+DUC/FC/HBET:1-7,74.6511,42.9097,0.00428152,,32663.5,,0.034117,,116102.0,,0.14336,,281236.0,,0.0460126,,137241.0,,0.501696,,647783.0,,0.28323899999999996,,440413.0,,0.10365,,227284.0,,0.00213482,,21810.0,,0.5763729999999999,,715012.0,,0.576792,,715365.0,
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.6511,42.9097,4.2462799999999995e-09,,42.7034,,3.4268e-06,,791.502,,9.764100000000001e-05,,5049.83,,7.119410000000001e-06,,1154.26,,0.00149183,,29561.3,,0.000395361,,12187.2,,5.18963e-05,,3434.36,,0.0,,12.9574,,0.00151938,,30482.5,,0.00152088,,30504.6,
MUR+ADO/LWAL+DNO/FW/HBET:1,74.6511,42.9097,0.0006686639999999999,,1159.89,,0.00432825,,4885.62,,0.0144209,,12197.8,,0.0055457,,5849.91,,0.0379819,,25742.6,,0.0247844,,18532.9,,0.011002,,9872.6,,0.000355159,,720.5269999999999,,0.0422001,,27948.6,,0.0422216,,27959.3,
MUR+MOCL/LWAL+DNO/FC/HBET:1-2,74.6511,42.9097,0.000333799,,7866.84,,0.00233545,,39085.1,,0.00847483,,109871.0,,0.0030496,,48047.7,,0.0245574,,258178.0,,0.0152874,,176738.0,,0.00634204,,86668.4,,0.000172759,,4597.96,,0.027601599999999997,,283815.0,,0.0276176,,283944.0,
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.6511,42.9097,0.00345293,,20627.0,,0.024951499999999998,,88336.7,,0.0930777,,228656.0,,0.0328031,,106461.0,,0.274941,,509434.0,,0.169787,,356664.0,,0.06927180000000001,,183297.0,,0.00177553,,12787.7,,0.309577,,557196.0,,0.309759,,557434.0,
MCF+MOC/LWAL+DNO/FC/HBET:1-5,74.5501,42.8977,0.00025016,,2497.71,,0.011387399999999999,,27413.0,,0.0351908,,58323.5,,0.00536167,,16330.4,,0.05226,,76938.3,,0.0638116,,88678.8,,0.0199107,,39109.3,,0.00026007,,2560.97,,0.124578,,143032.0,,0.11116400000000001,,131801.0,
CR+CIP/LDUAL+DNO/FC/HBET:7-25,74.5501,42.8977,0.00151197,,57471.8,,0.031771499999999994,,367181.0,,0.101097,,741164.0,,0.020705099999999997,,279874.0,,0.100101,,725593.0,,0.180277,,1072550.0,,0.06519169999999999,,561088.0,,0.00256845,,80741.4,,0.359533,,1691840.0,,0.318754,,1560780.0,
CR+PC/LFLS+DUC/FC/HBET:5-9,74.5501,42.8977,0.00214071,,25896.7,,0.042140699999999996,,139887.0,,0.128344,,268635.0,,0.0277067,,108825.0,,0.126646,,262963.0,,0.22250799999999998,,379540.0,,0.0841604,,207093.0,,0.00358956,,35247.8,,0.42573599999999995,,580339.0,,0.38045,,538499.0,
CR+PC/LWAL+DUC/FC/HBET:1-16,74.5501,42.8977,0.000142829,,9551.6,,0.0137029,,92430.0,,0.0541742,,193146.0,,0.00570167,,56476.8,,0.08747970000000001,,255765.0,,0.111419,,296177.0,,0.0274801,,130233.0,,0.000151237,,9788.81,,0.254728,,494966.0,,0.220865,,452242.0,
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.5501,42.8977,0.000225402,,2707.29,,0.00548578,,23189.9,,0.013730899999999999,,44267.0,,0.00288271,,14594.5,,0.0189164,,55857.5,,0.0222185,,62851.2,,0.00856311,,31361.9,,0.00023175799999999999,,2776.06,,0.037606,,92411.6,,0.034432599999999994,,86630.4,
S/LFM+DNO/FME/HBET:1-25,74.5501,42.8977,0.0005714709999999999,,4584.9,,0.0105397,,60783.8,,0.028226799999999996,,138432.0,,0.00703906,,42844.5,,0.027595799999999997,,134805.0,,0.0443991,,202337.0,,0.0195368,,101387.0,,0.000950782,,7392.11,,0.0733213,,306266.0,,0.0674072,,285922.0,
CR+CIP/LFM+DUC/FC/HBET:1-7,74.5501,42.8977,0.00417677,,57077.7,,0.127252,,362864.0,,0.360003,,675531.0,,0.0634194,,239051.0,,0.521079,,856255.0,,0.6285970000000001,,969018.0,,0.211617,,482595.0,,0.0043116,,58589.0,,1.18327,,1481840.0,,1.06184,,1376540.0,
MUR+ADO/LWAL+DNO/FW/HBET:1,74.5501,42.8977,0.000198824,,436.425,,0.00365886,,3609.42,,0.00831674,,6663.0,,0.00202601,,2300.78,,0.0110664,,8280.71,,0.0127647,,9238.51,,0.00542969,,4804.59,,0.000203903,,447.341,,0.020252799999999998,,13139.6,,0.0187578,,12394.2,
CR+CIP/LFINF+DNO/FC/HBET:3-7,74.5501,42.8977,0.0366286,,377727.0,,0.700008,,2049630.0,,2.08613,,3931100.0,,0.462341,,1593170.0,,2.0556099999999997,,3846570.0,,3.5684699999999996,,5535610.0,,1.3793,,3033510.0,,0.0611332,,514125.0,,6.6985399999999995,,8399960.0,,6.0076,,7807350.0,
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.5501,42.8977,3.98918e-07,,488.06300000000005,,0.000315525,,22818.2,,0.00173519,,77906.8,,9.58426e-05,,9910.39,,0.00422841,,144647.0,,0.00445841,,155197.0,,0.000763162,,42407.3,,2.85714e-07,,487.25,,0.013784399999999999,,349360.0,,0.0113195,,303395.0,
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.5501,42.8977,0.338717,,794856.0,,5.41662,,5351350.0,,14.3877,,10493100.0,,3.6825900000000003,,4068680.0,,14.1007,,10238700.0,,23.0887,,14661900.0,,9.92609,,8065180.0,,0.554048,,1128940.0,,39.8481,,21638300.0,,36.2905,,20239700.0,
MCF+MOC/LWAL+DNO/FC/HBET:1-5,74.5674,42.9008,0.00036737099999999996,,2683.11,,0.0110428,,25730.4,,0.0350665,,56842.6,,0.00607909,,16799.6,,0.059311199999999994,,82648.7,,0.0648466,,88315.6,,0.0206218,,38855.2,,0.000336953,,2558.28,,0.125407,,142495.0,,0.11595,,134585.0,
CR+CIP/LDUAL+DNO/FC/HBET:7-25,74.5674,42.9008,0.00155028,,52928.4,,0.026171899999999998,,321980.0,,0.0868916,,674057.0,,0.0191387,,261757.0,,0.0998735,,723748.0,,0.160948,,1001480.0,,0.0573677,,516416.0,,0.00239178,,71410.0,,0.32756799999999997,,1600490.0,,0.300242,,1509970.0,
CR+PC/LWAL+DUC/FC/HBET:1-16,74.5674,42.9008,0.00041675800000000004,,15161.2,,0.021320699999999998,,130841.0,,0.084882,,284941.0,,0.010836,,86950.6,,0.15971300000000002,,417750.0,,0.177324,,447269.0,,0.0454728,,195360.0,,0.000378321,,14497.1,,0.397167,,747270.0,,0.360423,,701712.0,
MUR+ADO/LWAL+DNO/FW/HBET:1,74.5674,42.9008,0.000133363,,273.222,,0.00196413,,2018.74,,0.00463221,,3863.88,,0.00121526,,1390.76,,0.00679933,,5187.44,,0.00727026,,5468.27,,0.00309265,,2824.16,,0.00012458399999999998,,262.45799999999997,,0.0115671,,7814.49,,0.0109603,,7498.19,
CR+CIP/LWAL+DNO/FC/HBET:8-16,74.5674,42.9008,0.00495128,,145992.0,,0.08944400000000001,,919986.0,,0.31194,,1946180.0,,0.064959,,746019.0,,0.362592,,2094600.0,,0.594155,,2913990.0,,0.20269600000000002,,1485370.0,,0.0077105,,198338.0,,1.25451,,4719530.0,,1.14437,,4443970.0,
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.5674,42.9008,0.000555252,,5667.47,,0.010297200000000001,,43329.1,,0.026679900000000003,,85714.0,,0.00612911,,29551.0,,0.0409616,,117415.0,,0.0441165,,124212.0,,0.017101599999999998,,61657.9,,0.0005156480000000001,,5443.23,,0.0746275,,183275.0,,0.07017469999999999,,175121.0,
CR+CIP/LFINF+DNO/FC/HBET:3-7,74.5674,42.9008,0.0156127,,150734.0,,0.24535500000000002,,775512.0,,0.768505,,1539640.0,,0.180703,,640509.0,,0.870281,,1641270.0,,1.3718700000000001,,2227250.0,,0.5174310000000001,,1200250.0,,0.023832,,198043.0,,2.6444,,3431090.0,,2.44204,,3253480.0,
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.5674,42.9008,4.0993699999999993e-08,,208.562,,9.150489999999999e-05,,11733.5,,0.000837501,,45500.2,,2.8153899999999998e-05,,5729.03,,0.00294512,,101978.0,,0.00263662,,96758.5,,0.00032981199999999997,,24863.7,,0.0,,183.674,,0.00880016,,221219.0,,0.00763692,,200306.0,
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.5674,42.9008,0.193833,,436456.0,,2.63737,,2773700.0,,7.47015,,5722880.0,,1.97485,,2245850.0,,8.282680000000001,,6084960.0,,12.5513,,8254570.0,,5.2047300000000005,,4424300.0,,0.292058,,592364.0,,22.282,,12395600.0,,20.8017,,11805800.0,
CR+PC/LWAL+DUC/FC/HBET:1-16,74.5808,42.9008,0.000124265,,4675.38,,0.00576652,,38675.9,,0.025612299999999998,,89587.8,,0.00336458,,27700.1,,0.058907799999999996,,148244.0,,0.0569163,,145823.0,,0.0138702,,61838.4,,9.79426e-05,,4141.22,,0.132658,,249456.0,,0.12438099999999999,,239261.0,
CR+CIP/LWAL+DNO/FC/HBET:8-16,74.5808,42.9008,0.00113054,,66644.3,,0.0374151,,414733.0,,0.144551,,913483.0,,0.029448200000000004,,357104.0,,0.199318,,1092570.0,,0.28360599999999997,,1396940.0,,0.0952955,,705360.0,,0.001913,,86670.2,,0.602256,,2284850.0,,0.567832,,2197330.0,
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.5808,42.9008,0.000343581,,3517.57,,0.00596687,,25834.1,,0.016999200000000003,,54470.6,,0.00389608,,18837.9,,0.0299214,,82359.4,,0.029417400000000003,,81477.4,,0.010919799999999999,,39308.3,,0.000286063,,3146.98,,0.0509764,,122268.0,,0.048948900000000004,,118654.0,
MUR+ADO/LWAL+DNO/FW/HBET:1,74.5808,42.9008,0.000249981,,508.349,,0.00350696,,3627.91,,0.00902036,,7390.14,,0.00235836,,2664.63,,0.0149468,,10876.2,,0.014736700000000002,,10774.1,,0.00603492,,5416.63,,0.000211256,,454.95300000000003,,0.023932,,15634.0,,0.0230974,,15214.4,
