taxonomy,Lon,Lat,BALcomplete,BALcompleteSTD,BELcomplete,BELcompleteSTD,CHcomplete,CHcompleteSTD,EAcomplete,EAcompleteSTD,NFcomplete,NFcompleteSTD,STcomplete,STcompleteSTD,SFcomplete,SFcompleteSTD,SUcomplete,SUcompleteSTD,ISKcomplete,ISKcompleteSTD,ISHAMcomplete,ISHAMcompleteSTD,BALext,BALmod,BALslight,BALno,BELext,BELmod,BELslight,BELno,CHext,CHmod,CHslight,CHno,EAext,EAmod,EAslight,EAno,NFext,NFmod,NFslight,NFno,SText,STmod,STslight,STno,SFext,SFmod,SFslight,SFno,SUext,SUmod,SUslight,SUno,ISKext,ISKmod,ISKslight,ISKno,ISHAMext,ISHAMmod,ISHAMslight,ISHAMno
CR+CIP/LDUAL+DNO/FC/HBET:7-25,74.613,42.9049,0.001667,,0.004666,,0.022992,,0.005664,,0.051331,,0.040657,,0.015659,,0.001666,,0.088977,,0.088977,,0.000333,0.003669,0.11170899999999999,0.8826219999999999,0.007001,0.032999,0.344005,0.611329,0.020331,0.101639,0.47298,0.382058,0.00933,0.032992,0.356954,0.59506,0.05367,0.161003,0.47668299999999997,0.257313,0.04732,0.150313,0.48333000000000004,0.27838,0.021331,0.073302,0.449304,0.440404,0.000334,0.004331,0.128644,0.865025,0.093314,0.17766099999999999,0.468016,0.172032,0.09198,0.17766099999999999,0.468016,0.17336600000000002
CR+CIP/LWAL+DNO/FC/HBET:8-16,74.613,42.9049,0.0,,0.004667,,0.01233,,0.005331,,0.036997,,0.027323,,0.009666,,0.0,,0.074975,,0.074975,,0.000667,0.005003,0.102365,0.891965,0.004333,0.022667,0.350002,0.6183310000000001,0.021658,0.097309,0.46498100000000003,0.40372199999999997,0.004668,0.029984,0.353623,0.606394,0.056671,0.148339,0.49368900000000004,0.264304,0.049316,0.136319,0.504323,0.282719,0.013323,0.074641,0.44762299999999994,0.454747,0.000333,0.005666,0.114977,0.879024,0.083319,0.187987,0.488016,0.165703,0.083319,0.18632200000000002,0.48834799999999995,0.167036
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.613,42.9049,0.008337,,0.072655,,0.21690900000000002,,0.06863301,,0.584256,,0.373195,,0.153258,,0.00533,,0.659446,,0.654778,,0.011669,0.038345,0.309431,2.632218,0.073322,0.19431600000000002,0.897653,1.762054,0.163286,0.389569,1.127282,1.102954,0.068642,0.188608,0.866873,1.8072439999999999,0.316685,0.554003,1.0424149999999999,0.502641,0.246594,0.499936,1.125065,0.75521,0.124949,0.318899,1.062545,1.340349,0.01133,0.026993,0.25596399999999997,2.700383,0.331289,0.593298,0.9891280000000001,0.426839,0.331958,0.592966,0.990792,0.42950600000000005
CR+PC/LFLS+DUC/FC/HBET:5-9,74.613,42.9049,0.001668,,0.021333,,0.092302,,0.024659,,0.231,,0.183942,,0.067969,,0.001999,,0.39324000000000003,,0.390908,,0.003334,0.021009,0.576487,2.3975020000000002,0.035334,0.162667,1.366008,1.414658,0.115969,0.380606,1.6139709999999998,0.7971520000000001,0.040313,0.175953,1.384548,1.374527,0.230004,0.534027,1.544042,0.46092700000000003,0.202624,0.508609,1.601372,0.5034529999999999,0.091308,0.32659299999999997,1.567913,0.946217,0.003666,0.024661,0.641252,2.328422,0.29896500000000004,0.637308,1.4044299999999998,0.26605700000000004,0.297631,0.6369739999999999,1.406764,0.267723
CR+PC/LWAL+DUC/FC/HBET:1-16,74.613,42.9049,0.0,,0.01033,,0.048971,,0.008993,,0.20360699999999998,,0.10327599999999999,,0.030978,,0.0,,0.243535,,0.242869,,0.000667,0.012338,0.265416,5.721579,0.018328,0.087653,1.189239,4.69445,0.062972,0.26755100000000004,2.050655,3.5698510000000003,0.01799,0.083632,1.134339,4.755046,0.209983,0.6356189999999999,2.8864259999999997,2.064365,0.13826300000000002,0.42852799999999996,2.5656689999999998,2.764264,0.043307,0.19256500000000001,1.759873,3.9732769999999995,0.000333,0.006996,0.20761,5.785061,0.252917,0.699121,2.94425,1.860177,0.249586,0.6971189999999999,2.942917,1.867509
CR+CIP/LFINF+DNO/FC/HBET:3-7,74.613,42.9049,0.006002,,0.082999,,0.38355900000000004,,0.100614,,0.83034,,0.684818,,0.288544,,0.005999,,1.300738,,1.2927389999999999,,0.008004,0.095055,1.738446,7.152492999999999,0.163338,0.51868,4.112015,4.122968,0.371237,1.123821,4.865926,2.255457,0.176285,0.567192,4.165653,3.9902559999999996,0.641009,1.607433,4.653423,1.267795,0.592913,1.538132,4.798801999999999,1.385335,0.300599,0.9521149999999999,4.7784580000000005,2.680284,0.01133,0.109964,1.917456,6.955251,0.9088700000000001,1.935868,4.155022,0.6995020000000001,0.908869,1.9292029999999998,4.164354,0.704835
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.613,42.9049,0.0,,0.004665,,0.052631,,0.004329,,0.6254770000000001,,0.179233,,0.025982,,0.0,,0.640641,,0.633979,,0.0,0.000333,0.04836,36.95131,0.008665,0.063653,1.02591,35.89711,0.087623,0.37547800000000003,3.6682980000000005,32.81597,0.008331,0.054967,0.958624,35.97375,0.680921,2.006553,9.616922,24.07013,0.254201,0.938616,6.315281,29.31267,0.047634,0.228542,2.5933610000000002,34.10448,0.0,0.0,0.024991,36.97501,0.712719,2.0697360000000002,9.885211,23.691689999999998,0.706719,2.062068,9.850544000000001,23.74669
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.613,42.9049,0.059032,,0.846669,,3.08743,,0.9709610000000001,,6.442754,,5.503336,,2.346452,,0.072307,,9.819875999999999,,9.776542,,0.12541300000000002,0.669291,6.397702,37.74856,1.108325,3.4700550000000003,15.5571,24.01785,2.7801270000000002,6.517493,18.63876,13.976189999999999,1.217997,3.7178739999999997,15.775,23.318170000000002,4.1935199999999995,8.444445,17.44931,8.469971000000001,3.9368260000000004,8.219308999999999,18.137620000000002,9.202912,2.282739,5.783258,18.20046,16.38709,0.149951,0.774491,7.084486999999999,36.91876,5.349508999999999,9.329181,15.510660000000001,4.990769,5.346841,9.322515,15.535,5.0191040000000005
CR+PC/LFLS+DUC/FC/HBET:5-9,74.6221,42.9094,0.000334,,0.004,,0.028325,,0.006997,,0.069336,,0.055319,,0.021657,,0.000333,,0.110648,,0.11031500000000001,,0.001333,0.005005,0.166052,0.827276,0.012666,0.046001,0.42300699999999997,0.5143260000000001,0.031658,0.098313,0.558315,0.283389,0.013661,0.047657,0.44762799999999997,0.48405699999999996,0.058002,0.183673,0.5310159999999999,0.157973,0.048661,0.160302,0.5526800000000001,0.183038,0.026995,0.082979,0.533296,0.335073,0.001667,0.005996,0.17397200000000002,0.818032,0.084644,0.223327,0.488363,0.093018,0.083978,0.22432600000000003,0.487696,0.093685
CR+PC/LWAL+DUC/FC/HBET:1-16,74.6221,42.9094,0.000334,,0.003666,,0.016325,,0.004331,,0.063651,,0.032319,,0.011993,,0.0,,0.072961,,0.072628,,0.000666,0.003334,0.080363,1.915303,0.007664,0.019999,0.37797600000000003,1.590695,0.01866,0.079295,0.674873,1.210847,0.007662,0.021661,0.378884,1.5874620000000002,0.074327,0.225316,0.9530370000000001,0.683669,0.035645,0.145954,0.848232,0.93785,0.011997,0.051968,0.580523,1.3435190000000001,0.000666,0.002333,0.055653,1.9413479999999999,0.079968,0.251592,0.9593200000000001,0.636159,0.080301,0.24959299999999998,0.9603200000000001,0.637158
UNK,74.6221,42.9094,0.005669,,0.041991,,0.14527,,0.046976,,0.446616,,0.262896,,0.102947,,0.003332,,0.499155,,0.498489,,0.006003,0.017339,0.132706,2.838283,0.038997,0.103325,0.48596999999999996,2.329717,0.093306,0.24559099999999998,0.73359,1.782243,0.034657,0.104627,0.487551,2.326189,0.233658,0.386677,0.9147129999999999,1.0183360000000001,0.157614,0.337278,0.8516030000000001,1.390609,0.072634,0.18959600000000001,0.660554,1.9742689999999998,0.003331,0.014333,0.093643,2.885361,0.231958,0.412973,0.9289959999999999,0.926918,0.230291,0.413308,0.92966,0.9282520000000001
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.6221,42.9094,0.00367,,0.077005,,0.286589,,0.094637,,0.6790149999999999,,0.5382100000000001,,0.224923,,0.003998,,1.020497,,1.017831,,0.01401,0.064696,0.6608510000000001,4.256773,0.10366900000000001,0.33501,1.625687,2.858629,0.28127800000000003,0.680925,2.0986130000000003,1.652595,0.121967,0.38058400000000003,1.730162,2.67265,0.44936899999999996,0.9193879999999999,1.969354,0.982874,0.423609,0.8642559999999999,2.070398,1.1035270000000001,0.23359000000000002,0.602575,2.0272080000000003,1.911704,0.014993,0.07365499,0.705909,4.201445,0.564945,1.061312,1.7267970000000001,0.626449,0.563612,1.061977,1.7284650000000001,0.628115
CR+CIP/LFM+DUC/FC/HBET:1-7,74.6221,42.9094,0.002668,,0.039659,,0.14193599999999998,,0.042316,,0.473267,,0.271885,,0.099279,,0.002,,0.5204770000000001,,0.5184770000000001,,0.00834,0.031342,0.658506,4.299144,0.05066,0.182646,1.684954,3.042081,0.140281,0.42621499999999996,2.275163,2.016405,0.051305,0.191606,1.67907,3.035703,0.32865,0.768668,2.430764,0.9986510000000001,0.22426300000000002,0.5988760000000001,2.450973,1.4540030000000002,0.103288,0.334546,2.098398,2.364489,0.002998,0.02633,0.523918,4.444754,0.350912,0.806211,2.421815,0.9005850000000001,0.351247,0.80621,2.421147,0.902919
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.6221,42.9094,0.0,,0.001999,,0.014659,,0.001998,,0.176288,,0.054968,,0.010327,,0.0,,0.17691700000000002,,0.176249,,0.0,0.000333,0.016007,7.98366,0.003334,0.013664,0.233314,7.747689,0.026319,0.092633,0.8407620000000001,7.025627,0.003667,0.013993,0.24524400000000002,7.735098,0.175309,0.480994,2.189498,4.977911,0.061313,0.222906,1.442395,6.218418,0.01366,0.059969,0.602791,7.313253,0.0,0.0,0.00933,7.99067,0.167597,0.500529,2.18382,4.971137000000001,0.167598,0.499197,2.179487,4.977469
MUR+MOCL/LWAL+DNO/FC/HBET:1-2,74.6221,42.9094,0.016344,,0.235292,,0.784991,,0.24486999999999998,,2.182458,,1.368506,,0.563379,,0.008330001,,2.4322220000000003,,2.423891,,0.026341,0.094382,0.569184,10.29375,0.188986,0.504954,1.810931,8.259837,0.45522399999999996,0.993094,2.845335,5.921355999999999,0.2046,0.49518,1.8412849999999998,8.214065,0.9469860000000001,1.6470779999999998,3.040832,3.182646,0.687828,1.3624049999999999,3.134307,4.446954,0.3552,0.816419,2.532828,6.7321740000000005,0.015322,0.059986,0.429575,10.48679,0.9751620000000001,1.699893,2.984952,2.907771,0.9771629999999999,1.6978849999999999,2.985629,2.915432
MUR+ADO/LWAL+DNO/FW/HBET:1,74.6221,42.9094,0.141404,,1.167834,,3.457987,,1.214475,,8.872346,,5.834687000000001,,2.5677630000000002,,0.078964,,9.689995,,9.670668,,0.16538599999999998,0.544524,3.7777300000000005,28.370959999999997,0.893257,2.363179,9.377214,19.198520000000002,1.986489,4.159314,11.43874,11.957469999999999,0.9366559999999999,2.365409,9.341082,19.14238,3.384418,5.639012,10.04813,5.056098,2.71922,5.192051,11.262410000000001,7.991637,1.598158,3.5344559999999996,10.998489999999999,14.30114,0.12163800000000001,0.387898,2.998214,29.413290000000003,3.5302830000000003,5.643119,9.661414,4.475189,3.5242769999999997,5.642117,9.673413,4.489525
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.6221,42.9094,0.07036,,0.8815139999999999,,2.97035,,0.911523,,8.578192999999999,,5.332661,,2.137868,,0.043652,,9.481307000000001,,9.461306,,0.113729,0.571548,4.552308,36.69205,0.920892,2.779484,11.96746,25.45065,2.3056970000000003,5.296926999999999,15.256089999999999,16.17093,0.9749690000000001,2.811532,11.923910000000001,25.37806,4.412397,7.87298,14.067720000000001,7.068711,3.353563,6.879075,15.41659,11.01811,1.797654,4.430383,14.44201,19.19209,0.067643,0.375872,3.588754,37.92408,4.598383,7.962108,13.7264,6.231807,4.588062,7.959428,13.740720000000001,6.2504800000000005
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.6511,42.9097,0.000668,,0.014667,,0.070981,,0.023325,,0.143678,,0.11631,,0.05398,,0.000333,,0.20530900000000002,,0.20530900000000002,,0.005004,0.014672,0.140705,0.838951,0.020999,0.066673,0.306676,0.590985,0.049327,0.128321,0.404649,0.346722,0.030323,0.08299,0.343972,0.51939,0.079006,0.188345,0.37333,0.21564099999999997,0.074331,0.171981,0.397681,0.239697,0.047996,0.11065,0.40397,0.383404,0.005331,0.012665,0.144324,0.837347,0.11265399999999999,0.210339,0.338348,0.13335,0.11265399999999999,0.21100500000000003,0.33768200000000004,0.13335
CR+PC/LWAL+DUC/FC/HBET:1-16,74.6511,42.9097,0.0,,0.001333,,0.008994,,0.002331,,0.039993,,0.019657,,0.007662,,0.0,,0.046314,,0.046314,,0.0,0.002001,0.050018,0.947981,0.002999,0.013332,0.178662,0.803674,0.011662,0.042985,0.333949,0.60241,0.004665,0.015661,0.201285,0.776058,0.039989,0.11533800000000001,0.45435699999999996,0.350323,0.021658,0.081968,0.414963,0.461754,0.00833,0.031318,0.288929,0.6637609999999999,0.0,0.000333,0.033659,0.966008,0.04931,0.125646,0.46499399999999996,0.313736,0.04931,0.125979,0.46532799999999996,0.313069
UNK,74.6511,42.9097,0.003334,,0.020663,,0.051981,,0.022323,,0.161653,,0.094631,,0.043316,,0.002,,0.18527000000000002,,0.185936,,0.001333,0.01101,0.047674,0.936649,0.010002,0.029664,0.159662,0.7800090000000001,0.033322,0.084306,0.24930700000000003,0.581084,0.015332,0.037654,0.172295,0.752396,0.078334,0.142,0.294018,0.323995,0.054646,0.113326,0.287647,0.44975,0.022321,0.068642,0.230298,0.635423,0.001332,0.003333,0.035327,0.958008,0.078993,0.144319,0.305342,0.286076,0.078327,0.144319,0.306342,0.285076
CR+CIP/LFM+DUC/FC/HBET:1-7,74.6511,42.9097,0.001334,,0.014331,,0.045983,,0.016659,,0.155637,,0.085631,,0.032983,,0.000666,,0.182923,,0.182923,,0.002336,0.016338,0.227073,1.752919,0.015334,0.048995,0.612326,1.309014,0.04198,0.151943,0.9166049999999999,0.8434889999999999,0.017993,0.062644,0.670566,1.232138,0.13133699999999998,0.305344,0.993031,0.41465100000000005,0.082636,0.236279,0.987992,0.607462,0.033655,0.11861400000000001,0.857866,0.956882,0.001,0.008997,0.160303,1.829034,0.144972,0.316293,0.989368,0.366444,0.145305,0.31596,0.989368,0.366444
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.6511,42.9097,0.0,,0.001,,0.010326,,0.001,,0.124641,,0.040646,,0.005663,,0.0,,0.125283,,0.125283,,0.0,0.000334,0.013006,5.98666,0.000666,0.01,0.136994,5.85134,0.019657,0.062314,0.56252,5.3451830000000005,0.001998,0.015327,0.176952,5.804723,0.10066900000000001,0.344993,1.5411190000000001,3.888578,0.042652,0.142284,0.9968100000000001,4.777608,0.01166,0.046647,0.405856,5.530174,0.0,0.0,0.003998,5.996002,0.11529,0.348904,1.6018940000000002,3.8086290000000003,0.115624,0.34923699999999996,1.60156,3.808296
MUR+ADO/LWAL+DNO/FW/HBET:1,74.6511,42.9097,0.050352,,0.330288,,1.135925,,0.43747299999999995,,2.947855,,1.9376950000000002,,0.861605,,0.028659,,3.2795080000000003,,3.2808410000000006,,0.053362,0.193735,1.288368,9.414183,0.295979,0.696971,2.9186490000000003,6.758113000000001,0.639828,1.339467,3.695239,4.189541,0.329895,0.81913,3.076355,6.337147,1.093029,1.788446,3.408132,1.7625380000000002,0.887542,1.663501,3.699156,2.812106,0.5561560000000001,1.1637309999999998,3.555078,4.86343,0.028323,0.11296400000000001,0.9455469999999999,9.884507000000001,1.138876,1.8290080000000002,3.252447,1.500161,1.138544,1.829007,3.252448,1.49916
MUR+MOCL/LWAL+DNO/FC/HBET:1-2,74.6511,42.9097,0.036347,,0.22030100000000002,,0.8852770000000001,,0.301195,,2.566465,,1.613426,,0.653325,,0.018992,,2.894477,,2.895811,,0.034015,0.108372,0.6582720000000001,12.162989999999999,0.19665,0.539632,1.960625,10.08279,0.538539,1.120107,3.1729979999999998,7.283078999999999,0.23524099999999998,0.639474,2.184915,9.639174,1.0783399999999999,1.8261,3.515199,4.013896,0.774834,1.551725,3.529939,5.530076,0.439493,0.937767,2.904824,8.064591,0.018994,0.067651,0.414926,12.479439999999999,1.1351440000000002,1.891261,3.484551,3.5945669999999996,1.1361450000000002,1.890595,3.483883,3.5935660000000005
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.6511,42.9097,0.061698,,0.444931,,1.6996189999999998,,0.585062,,5.044973000000001,,3.11753,,1.253688,,0.029658,,5.691935,,5.696267,,0.089688,0.330469,2.7068220000000003,21.811320000000002,0.488291,1.4552450000000001,6.6519509999999995,15.959579999999999,1.317625,3.061372,8.828358999999999,10.09303,0.603103,1.701187,7.079438000000001,15.03121,2.573398,4.496198000000001,8.44535,4.440081,1.963226,3.970539,9.070241000000001,6.878464,1.066934,2.603279,8.39993,11.676169999999999,0.048311,0.196949,1.920366,22.80472,2.721693,4.6092319999999996,8.174288,3.8028519999999997,2.720694,4.610569,8.170952,3.801518
MCF+MOC/LWAL+DNO/FC/HBET:1-5,74.5501,42.8977,0.0,,0.004997,,0.026982,,0.001665,,0.041662,,0.052304,,0.013655,,0.0,,0.108287,,0.094955,,0.0,0.000668,0.046685,0.9526469999999999,0.015998,0.046991,0.26432100000000003,0.667693,0.032987,0.090641,0.358627,0.490763,0.006995,0.02599,0.190617,0.774733,0.042658,0.112674,0.38601399999999997,0.41699200000000003,0.052981,0.127303,0.38466500000000003,0.382747,0.019659,0.064635,0.305936,0.596115,0.0,0.000999,0.047322,0.951679,0.082307,0.176974,0.373693,0.258739,0.073647,0.174299,0.37535799999999997,0.28174099999999996
CR+CIP/LDUAL+DNO/FC/HBET:7-25,74.5501,42.8977,0.001,,0.010333,,0.031659,,0.00733,,0.030667,,0.057311,,0.020991,,0.001333,,0.10831400000000001,,0.097649,,0.001001,0.005334,0.106697,0.885968,0.015001,0.056999,0.375336,0.542331,0.037319,0.096315,0.476642,0.358065,0.009997,0.038985,0.335296,0.608392,0.04,0.087001,0.47169300000000003,0.370639,0.049005,0.142295,0.5003350000000001,0.251054,0.024992,0.07532,0.437954,0.44074300000000005,0.002,0.008331,0.136978,0.851358,0.077644,0.194324,0.48301700000000003,0.136701,0.069979,0.187653,0.490345,0.154374
CR+PC/LFLS+DUC/FC/HBET:5-9,74.5501,42.8977,0.001667,,0.010334,,0.039985,,0.00833,,0.040666,,0.072981,,0.024323,,0.002,,0.1423,,0.126302,,0.000333,0.007336,0.177379,0.813285,0.019666,0.074997,0.500009,0.394994,0.048993,0.133645,0.5509930000000001,0.226384,0.011329,0.057985,0.44996400000000003,0.47239200000000003,0.044665,0.131673,0.539027,0.24396900000000002,0.066987,0.181304,0.529358,0.14937,0.035986,0.109641,0.533317,0.29673299999999997,0.000666,0.009664,0.23030599999999998,0.757364,0.105649,0.219664,0.45570299999999997,0.076684,0.094991,0.22031599999999998,0.472369,0.086022
CR+PC/LWAL+DUC/FC/HBET:1-16,74.5501,42.8977,0.0,,0.005332,,0.016657,,0.002665,,0.029324,,0.041639,,0.009661,,0.0,,0.088289,,0.077623,,0.0,0.003335,0.087023,1.9096419999999998,0.008664,0.053324,0.48930500000000005,1.443375,0.035644,0.099972,0.737536,1.110191,0.003665,0.025985,0.34857899999999997,1.619106,0.049996,0.132994,0.831367,0.956319,0.046986,0.160938,0.8699129999999999,0.880524,0.015988,0.067971,0.598839,1.307541,0.0,0.003332,0.089982,1.906686,0.088302,0.24660500000000002,0.973301,0.603503,0.079977,0.226604,0.965625,0.650171
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,74.5501,42.8977,0.002001,,0.105974,,0.267216,,0.052636,,0.362976,,0.42483999999999994,,0.157914,,0.001999,,0.7240979999999999,,0.661784,,0.007336,0.037016,0.31809,2.635557,0.099988,0.288326,1.0059799999999999,1.499732,0.193614,0.42926800000000004,1.111313,0.998589,0.063309,0.185934,0.844874,1.853247,0.241654,0.478691,1.1053950000000001,0.811284,0.27027199999999996,0.52093,1.073741,0.710217,0.146607,0.3499,1.043936,1.301643,0.006331,0.039655,0.327282,2.624733,0.338287,0.579335,0.948126,0.410154,0.322289,0.58031,0.977459,0.458158
S/LFM+DNO/FME/HBET:1-25,74.5501,42.8977,0.00767,,0.152335,,0.41122200000000003,,0.098627,,0.398341,,0.6691729999999999,,0.283231,,0.011663,,1.11248,,1.026157,,0.00634,0.022007,0.065031,2.898952,0.095994,0.187998,0.412005,2.151668,0.19962,0.326965,0.544292,1.517901,0.075313,0.138301,0.324587,2.363172,0.201344,0.313685,0.519037,1.567593,0.259304,0.37864699999999996,0.562678,1.130198,0.14995799999999998,0.27860100000000004,0.47195600000000004,1.816254,0.012663,0.03466,0.093644,2.84737,0.31464200000000003,0.415026,0.482029,0.675823,0.304306,0.413005,0.505367,0.751165
CR+CIP/LFM+DUC/FC/HBET:1-7,74.5501,42.8977,0.001001,,0.039657,,0.123931,,0.016656,,0.18631099999999998,,0.22523,,0.067627,,0.000999,,0.41350200000000004,,0.375183,,0.002668,0.016342,0.490125,3.489864,0.056655,0.22631700000000002,1.641951,2.0354200000000002,0.134621,0.37624,1.98289,1.382318,0.033319,0.137276,1.3321100000000001,2.480639,0.17165899999999998,0.46433500000000005,2.0390759999999997,1.138619,0.190944,0.523525,2.0386889999999998,1.0216120000000002,0.093281,0.277908,1.802758,1.7584259999999998,0.002333,0.016993,0.5025890000000001,3.477086,0.302917,0.717884,1.933829,0.631868,0.274592,0.687203,1.9598080000000002,0.703214
MUR+ADO/LWAL+DNO/FW/HBET:1,74.5501,42.8977,0.015677,,0.289941,,0.63776,,0.15692,,0.84196,,0.957003,,0.412471,,0.016325,,1.561869,,1.4382270000000001,,0.018002,0.076036,0.5554819999999999,4.334803,0.192999,0.47663199999999994,1.646986,2.393442,0.33291,0.732857,1.7237619999999998,1.572711,0.134625,0.333913,1.402791,2.971751,0.392335,0.835708,1.6574060000000002,1.272591,0.469233,0.818292,1.6497810000000002,1.105691,0.268908,0.574523,1.709234,2.034864,0.018999,0.076973,0.566914,4.3207889999999995,0.546971,0.8626889999999999,1.408901,0.61957,0.540284,0.8716719999999999,1.458888,0.690929
CR+CIP/LFINF+DNO/FC/HBET:3-7,74.5501,42.8977,0.012337,,0.226332,,0.666467,,0.14893900000000002,,0.654655,,1.142347,,0.44216300000000003,,0.019994,,2.206856,,1.9591990000000001,,0.021678,0.12606099999999998,2.617985,11.22194,0.29699899999999996,1.103325,7.018026,5.3553180000000005,0.711172,1.9803549999999999,7.715992,2.926014,0.208274,0.819094,6.371735,6.451958,0.684016,1.933111,7.586578,3.14164,1.055146,2.488052,7.4153139999999995,1.899141,0.505827,1.600637,7.566000999999999,3.8853720000000003,0.033327,0.19328599999999999,3.316979,10.43641,1.477494,3.096822,6.27492,0.943908,1.410491,3.0181430000000002,6.524216,1.0879510000000001
MR+MOC/LWAL+DNO/FC/HBET:1-2,74.5501,42.8977,0.0,,0.024993,,0.129922,,0.012993,,0.33223600000000003,,0.349118,,0.051634,,0.0,,1.0917629999999998,,0.9035139999999999,,0.0,0.00567,0.066358,54.927969999999995,0.034659,0.192618,2.408434,52.339290000000005,0.188222,0.738694,6.366184,47.57698,0.011997,0.06863,1.186916,53.71946,0.41260600000000003,1.3475979999999999,9.456493,43.45107,0.44280699999999995,1.492083,10.051919999999999,42.66407,0.093939,0.381468,3.981812,50.49115,0.0,0.00433,0.066316,54.92935,1.100219,3.2893519999999996,15.39201,34.12665,0.930298,2.891382,14.45951,35.8153
MR+MOC/LWAL+DNO/FC/HBET:3-5,74.5501,42.8977,0.22443600000000002,,3.4742889999999997,,9.25917,,2.3468,,9.06643,,14.848529999999998,,6.379377,,0.37056100000000003,,25.53485,,23.26738,,0.361827,1.5166540000000002,14.668870000000002,92.22821,3.746316,10.57567,41.23482,49.96891,7.415653999999999,17.08025,45.739909999999995,29.505020000000002,2.758548,8.335192,37.19055,58.36891,7.214937,16.534570000000002,44.88763,31.296429999999997,9.996495,20.510360000000002,43.814640000000004,19.82998,5.7711760000000005,14.278929999999999,44.69135,37.87917,0.531875,2.310173,18.80175,86.98564,13.307879999999999,23.18094,36.61139,10.36495,12.73983,22.88641,38.32342,11.782969999999999
MCF+MOC/LWAL+DNO/FC/HBET:1-5,74.5674,42.9008,0.0,,0.004664,,0.022986,,0.001332,,0.044656,,0.047304,,0.009326,,0.0,,0.10062,,0.093624,,0.0,0.001001,0.044017,0.954982,0.007666,0.042659,0.246655,0.6983560000000001,0.028985,0.079313,0.356624,0.512092,0.004663,0.024985,0.184952,0.784068,0.042665,0.115328,0.385366,0.41198500000000005,0.048321,0.12496199999999999,0.38466100000000003,0.394752,0.020653,0.059974,0.309259,0.600788,0.0,0.000333,0.042319,0.957348,0.083311,0.17663299999999998,0.378357,0.261079,0.073649,0.174296,0.381019,0.277412
CR+CIP/LDUAL+DNO/FC/HBET:7-25,74.5674,42.9008,0.0,,0.010332,,0.025327,,0.008664,,0.028001,,0.047984,,0.018662,,0.0,,0.09430701,,0.087975,,0.001002,0.007335,0.094694,0.896969,0.009001,0.043665,0.365338,0.5716640000000001,0.02932,0.091321,0.484976,0.369056,0.007998,0.030989,0.329623,0.622726,0.032,0.098003,0.48235500000000003,0.359641,0.045657,0.14064200000000002,0.498669,0.267048,0.018992,0.069976,0.44395500000000004,0.44841499999999995,0.002331,0.008666,0.12331700000000001,0.8656860000000001,0.078988,0.19098800000000002,0.47701899999999997,0.158698,0.072989,0.183652,0.485016,0.17036800000000002
CR+PC/LWAL+DUC/FC/HBET:1-16,74.5674,42.9008,0.000667,,0.006665,,0.026651,,0.003998,,0.052322,,0.061298,,0.014324,,0.000666,,0.130935,,0.11760699999999999,,0.000667,0.002667,0.124044,2.871955,0.010998,0.066319,0.713288,2.20273,0.042644,0.154601,1.078482,1.6976220000000002,0.00633,0.036314,0.5361859999999999,2.4171720000000003,0.064658,0.232661,1.2637129999999999,1.3866459999999998,0.070971,0.242248,1.314506,1.310977,0.023985,0.099951,0.872455,1.9892849999999997,0.000667,0.002999,0.11764000000000001,2.878028,0.138274,0.368913,1.4809729999999999,0.8809049999999999,0.132272,0.350587,1.471285,0.928249
MUR+ADO/LWAL+DNO/FW/HBET:1,74.5674,42.9008,0.009339,,0.149641,,0.372521,,0.092958,,0.542641,,0.584151,,0.249205,,0.008330001,,0.9087540000000001,,0.855757,,0.014004,0.046685,0.335081,2.594891,0.122652,0.269988,0.927325,1.530394,0.200965,0.39127399999999996,1.0556590000000001,0.9795809999999999,0.081303,0.20227699999999998,0.798219,1.825243,0.24333200000000002,0.45835699999999996,1.0387110000000002,0.716959,0.23995300000000003,0.477943,1.02541,0.672543,0.150956,0.33359,1.00891,1.257339,0.016326,0.041991,0.327959,2.605394,0.316629,0.5283329999999999,0.8734709999999999,0.372813,0.319628,0.522988,0.894142,0.407485
CR+CIP/LWAL+DNO/FC/HBET:8-16,74.5674,42.9008,0.0,,0.022665,,0.082304,,0.017326,,0.098998,,0.16694900000000001,,0.051312,,0.000999,,0.367232,,0.33124499999999996,,0.003668,0.014673,0.388466,3.593193,0.035,0.174334,1.4353420000000001,2.332659,0.11796300000000001,0.38161300000000004,1.899882,1.518238,0.025325,0.13096,1.276828,2.549561,0.12533699999999998,0.399012,1.8987610000000001,1.477892,0.19528099999999998,0.522587,2.054641,1.060542,0.077301,0.306238,1.726505,1.838644,0.003998,0.021328,0.513599,3.4600760000000004,0.3073,0.7269369999999999,1.993741,0.6047899999999999,0.296638,0.7075819999999999,2.012058,0.6524770000000001
